Equipment_ID,Sensor_1,Sensor_2,Sensor_3,Environmental_Temperature,Environmental_Humidity,Production_Volume,Operating_Hours,Error_Code,Equipment_Age,Power_Consumption,Voltage_Fluctuations,Current_Fluctuations,Vibration_Analysis,Temperature_Gradients,Pressure_Levels,Failure_Maintenance_Indicator
270,26.88,24.53,0.003,21.1,42,1388,148,1,9,1411,7,4,0.4,19,21,0
44,24.31,29.44,0.001,24.3,51,1355,122,1,5,1432,4,4,0.4,18,20,1
271,25.66,22.26,0.009,23.9,48,1273,287,0,4,1453,7,1,0.5,22,22,0
446,26.96,23.23,0.006,22.9,58,1084,174,0,2,1533,7,1,0.6,24,24,0
598,24.73,24.75,0.002,22.0,50,1000,181,0,2,1563,8,4,0.4,18,23,1
413,24.56,27.67,0.009,23.7,42,1259,147,1,10,1512,6,3,0.5,20,20,1
616,29.16,26.42,0.002,20.2,42,1004,113,1,7,1523,3,1,0.5,23,24,1
120,22.65,24.13,0.005,20.9,43,1343,281,1,2,1462,8,1,0.5,23,18,0
615,24.92,28.68,0.009,20.0,54,1218,229,0,6,1579,6,4,0.4,22,22,0
916,22.71,24.33,0.008,23.7,58,1163,285,0,2,1510,7,1,0.5,22,22,0
92,22.29,20.28,0.001,23.3,53,1030,182,1,2,1468,7,2,0.6,22,20,1
602,25.14,27.15,0.007,23.5,55,1093,295,0,5,1473,5,5,0.7,22,19,0
68,20.26,26.44,0.004,22.6,51,1390,217,0,9,1526,7,1,0.6,20,21,0
592,23.42,23.78,0.006,23.4,40,1433,218,1,4,1449,4,2,0.6,19,18,0
433,21.82,20.06,0.003,21.7,60,1218,114,1,4,1556,7,1,0.6,19,21,0
837,25.57,25.98,0.004,20.6,57,1237,212,1,5,1406,4,3,0.5,19,20,0
689,26.99,25.54,0.01,21.2,43,1090,291,1,3,1485,3,3,0.7,24,23,1
988,21.17,25.71,0.006,24.4,59,1122,246,0,9,1571,6,2,0.7,20,19,0
959,24.41,23.7,0.006,20.7,49,1446,147,0,6,1577,8,2,0.6,23,18,1
319,29.8,20.59,0.01,23.3,44,1045,276,0,1,1513,7,5,0.7,18,18,0
844,23.5,27.76,0.005,23.1,54,1166,111,1,2,1577,4,5,0.5,21,18,0
401,25.05,25.5,0.004,22.9,49,1040,145,1,3,1573,3,3,0.5,19,24,1
95,27.05,20.77,0.003,21.2,42,1144,157,0,9,1573,4,1,0.5,18,19,1
95,28.68,20.64,0.008,22.0,50,1188,132,0,2,1494,6,4,0.5,20,24,1
111,26.77,25.25,0.006,21.3,42,1265,131,0,8,1563,3,4,0.7,23,22,1
655,22.1,22.78,0.005,23.0,44,1323,253,1,5,1465,5,3,0.5,18,24,0
271,23.59,27.72,0.001,20.6,42,1146,104,0,10,1461,4,3,0.6,18,18,0
140,20.36,28.2,0.008,20.6,52,1141,159,0,2,1441,3,1,0.7,21,23,1
709,25.33,23.93,0.007,22.6,57,1001,206,0,6,1498,7,2,0.5,20,21,1
38,22.85,25.25,0.005,21.3,43,1276,199,1,1,1520,3,1,0.7,23,24,1
844,24.41,22.43,0.01,24.8,49,1473,119,0,8,1528,6,1,0.6,20,22,0
916,25.42,26.82,0.008,23.7,45,1255,122,0,2,1417,5,2,0.5,22,22,0
939,21.31,23.82,0.009,23.1,52,1285,156,1,4,1403,5,5,0.6,18,20,0
501,23.15,25.62,0.002,23.9,54,1107,155,0,3,1512,7,4,0.6,18,22,1
552,24.13,23.28,0.003,20.1,48,1341,300,0,9,1408,3,1,0.5,22,23,0
711,27.13,27.09,0.002,22.5,58,1478,247,0,4,1566,7,5,0.4,22,24,1
432,27.46,27.42,0.002,23.5,42,1230,155,0,4,1527,5,5,0.4,18,23,1
28,20.69,24.95,0.01,21.3,54,1181,104,0,9,1518,7,5,0.5,21,18,0
814,27.1,21.45,0.009,20.2,40,1347,136,0,4,1445,3,1,0.5,18,22,1
74,22.65,26.22,0.004,21.3,43,1487,211,1,8,1544,4,4,0.5,21,19,1
961,26.05,28.64,0.007,22.1,45,1258,152,0,6,1548,3,1,0.5,18,24,0
866,25.4,26.57,0.001,24.0,52,1243,197,0,9,1482,7,4,0.5,23,19,1
982,24.26,23.31,0.005,21.9,51,1445,220,0,1,1400,4,4,0.5,21,22,0
127,24.17,22.35,0.008,21.6,40,1097,139,1,5,1427,6,3,0.7,22,22,0
79,20.93,26.38,0.005,20.2,56,1006,142,0,4,1443,5,4,0.6,23,19,1
349,21.53,25.55,0.001,22.5,40,1353,199,1,1,1464,4,3,0.7,22,22,1
821,21.67,29.24,0.003,20.8,50,1123,145,1,1,1474,5,2,0.6,19,24,1
217,24.08,21.27,0.008,21.1,58,1399,249,0,7,1465,4,1,0.5,21,24,0
214,23.21,20.42,0.004,21.4,44,1141,217,1,7,1467,8,2,0.7,18,18,1
768,22.09,29.14,0.001,22.1,60,1158,187,0,7,1486,5,4,0.7,23,20,0
417,28.37,20.88,0.001,21.5,55,1184,220,1,9,1520,3,5,0.4,20,23,0
990,25.1,28.44,0.004,24.2,46,1045,257,1,10,1416,8,2,0.6,23,24,1
369,28.92,25.28,0.008,20.6,48,1253,134,1,4,1502,4,2,0.5,18,18,1
823,27.65,22.16,0.006,21.6,50,1322,276,0,4,1451,5,2,0.5,20,18,1
149,24.57,22.74,0.004,24.3,44,1366,290,1,4,1492,6,3,0.7,18,18,1
237,26.57,25.46,0.007,24.5,55,1170,144,1,3,1425,6,4,0.5,21,18,0
222,27.11,25.74,0.002,23.9,48,1287,146,1,1,1547,4,4,0.4,24,22,0
824,24.47,22.1,0.004,23.7,46,1297,234,1,1,1558,7,1,0.5,18,20,1
390,21.01,27.03,0.008,23.8,60,1138,110,1,2,1480,7,5,0.5,18,19,1
667,28.37,23.67,0.004,24.8,46,1290,141,1,2,1547,4,3,0.5,19,22,0
763,25.77,26.13,0.009,21.6,56,1022,192,1,10,1569,3,3,0.7,21,19,0
390,26.55,27.7,0.003,21.0,43,1379,154,1,7,1441,4,4,0.5,20,19,0
84,20.46,21.45,0.001,20.9,57,1292,229,0,8,1513,8,2,0.5,21,19,1
776,23.3,24.49,0.004,21.2,58,1107,168,0,8,1541,6,5,0.5,18,24,1
507,25.7,28.24,0.005,20.2,41,1216,147,1,9,1448,7,1,0.5,22,23,0
769,25.59,22.8,0.002,21.4,40,1022,296,1,8,1575,8,4,0.6,23,23,0
933,26.58,23.63,0.006,22.5,46,1357,186,0,8,1466,4,2,0.5,23,18,1
621,23.38,20.39,0.002,21.3,52,1398,190,1,10,1429,8,3,0.7,20,21,1
48,22.29,27.7,0.003,20.1,54,1490,167,0,8,1473,3,3,0.5,21,21,1
683,26.77,21.63,0.003,24.3,44,1169,137,0,9,1437,7,4,0.7,20,24,0
998,24.78,24.16,0.002,23.5,54,1246,151,1,8,1575,7,4,0.4,19,21,1
348,27.58,29.08,0.006,22.0,50,1052,221,1,5,1500,7,5,0.6,23,23,1
490,20.25,20.71,0.009,24.8,41,1218,150,0,8,1511,5,3,0.4,23,24,1
744,22.35,24.81,0.001,21.1,44,1454,249,0,7,1534,8,3,0.4,23,21,1
219,26.84,23.05,0.007,21.0,50,1301,176,1,8,1564,4,5,0.7,18,18,0
129,22.37,22.55,0.006,22.9,47,1372,251,1,2,1406,8,3,0.5,24,22,0
862,29.12,28.56,0.006,21.7,54,1249,293,0,10,1499,6,4,0.6,23,24,0
393,20.36,23.2,0.008,23.6,50,1336,160,1,10,1567,4,3,0.5,22,24,0
685,29.11,24.98,0.004,22.1,42,1353,181,1,9,1490,5,5,0.6,20,22,1
35,23.52,25.41,0.009,24.7,57,1181,134,1,8,1483,3,3,0.7,20,21,1
790,26.76,23.08,0.009,22.4,46,1186,103,0,8,1428,3,3,0.4,19,19,1
422,25.4,23.12,0.002,22.1,55,1066,139,1,2,1522,7,2,0.4,19,21,0
498,23.68,20.58,0.004,24.5,49,1253,292,0,4,1590,6,4,0.5,19,24,1
397,23.85,26.24,0.008,20.9,59,1112,255,1,2,1526,6,1,0.6,22,23,1
111,20.89,29.93,0.008,24.9,48,1393,149,1,7,1535,5,1,0.4,23,18,0
594,22.66,25.82,0.002,22.4,48,1009,204,1,9,1504,4,1,0.6,21,21,0
768,22.25,25.53,0.003,20.7,48,1064,205,0,2,1597,5,2,0.4,23,20,0
409,25.45,22.28,0.003,24.1,42,1150,221,1,2,1506,8,5,0.6,19,21,0
524,25.38,28.91,0.003,21.3,47,1284,162,0,3,1487,8,4,0.4,22,19,0
949,20.78,27.18,0.005,23.7,41,1458,240,0,5,1550,4,5,0.6,20,20,1
446,25.39,23.53,0.007,23.1,47,1203,148,0,9,1532,5,4,0.7,18,23,0
370,28.92,21.63,0.01,21.6,41,1287,221,1,7,1590,3,3,0.6,22,23,1
82,27.42,21.05,0.002,24.2,59,1077,141,1,4,1522,3,5,0.5,22,20,1
750,29.01,23.65,0.009,20.9,43,1086,229,1,4,1465,5,5,0.6,19,20,0
749,23.84,26.11,0.007,23.9,44,1406,140,1,5,1578,6,1,0.4,23,22,0
126,26.71,20.64,0.004,21.0,48,1171,213,1,4,1439,5,3,0.5,24,24,0
545,25.94,25.35,0.004,23.1,42,1240,148,0,3,1441,4,5,0.5,22,22,0
764,23.33,24.54,0.008,22.7,53,1270,110,1,7,1526,7,3,0.4,21,20,1
183,26.67,28.35,0.001,22.8,57,1051,167,0,8,1469,4,2,0.4,20,24,0
66,22.31,29.1,0.006,24.5,59,1319,190,0,6,1585,7,4,0.6,20,24,0
393,22.38,25.68,0.002,24.7,58,1137,262,0,8,1575,6,2,0.4,22,19,0
107,22.35,21.95,0.002,24.0,47,1482,131,1,9,1441,3,2,0.5,22,23,0
305,26.18,24.59,0.009,20.3,42,1144,289,1,7,1489,4,5,0.5,23,20,1
28,21.29,23.87,0.008,23.7,57,1031,103,1,5,1549,5,4,0.5,21,20,1
694,20.12,27.65,0.008,24.6,43,1205,162,1,3,1531,6,2,0.6,23,20,0
377,25.09,24.45,0.008,24.6,45,1351,250,1,8,1462,6,4,0.6,19,19,1
877,22.93,21.85,0.007,23.8,45,1186,248,0,3,1486,5,1,0.4,21,23,0
975,26.63,24.75,0.008,23.6,45,1125,125,0,5,1556,8,3,0.6,23,19,0
44,26.69,20.22,0.003,22.6,47,1361,191,0,6,1514,7,3,0.5,24,24,1
366,27.35,25.53,0.004,20.5,48,1201,127,1,7,1424,4,3,0.6,21,24,1
473,28.53,26.98,0.008,24.4,56,1058,109,1,10,1464,8,1,0.6,21,19,1
486,26.53,24.21,0.001,23.4,51,1354,257,0,2,1575,6,2,0.7,21,24,1
310,25.96,23.8,0.007,24.0,60,1173,197,1,4,1518,8,1,0.6,23,19,0
743,22.7,23.14,0.007,24.9,48,1012,225,1,5,1596,3,1,0.5,20,24,0
836,22.15,29.18,0.001,23.4,47,1168,256,1,3,1406,5,4,0.6,24,22,1
889,26.11,28.15,0.007,22.4,46,1219,204,0,10,1578,6,1,0.5,24,24,0
86,22.78,22.72,0.005,23.4,53,1050,129,1,6,1415,3,3,0.5,23,23,1
800,26.5,29.83,0.01,25.0,55,1433,254,1,4,1535,8,5,0.6,19,24,0
97,29.49,28.13,0.01,20.9,42,1095,292,0,7,1468,6,1,0.6,18,22,0
254,27.13,22.86,0.007,20.1,47,1257,148,1,2,1447,4,1,0.6,21,21,1
705,25.08,24.15,0.002,23.5,42,1080,177,0,7,1573,6,4,0.6,23,20,1
799,26.42,29.67,0.003,24.7,53,1498,242,1,3,1502,3,1,0.7,22,22,0
1000,29.5,22.39,0.004,21.3,43,1333,275,0,4,1591,3,1,0.6,19,19,0
451,24.18,25.58,0.005,23.2,52,1067,238,1,2,1474,4,2,0.7,24,23,0
75,20.74,26.33,0.007,24.1,47,1051,165,1,5,1444,3,1,0.5,20,21,1
503,29.51,22.42,0.007,23.8,42,1244,161,1,9,1450,8,1,0.6,20,22,0
718,24.29,20.02,0.005,24.8,56,1370,105,1,8,1435,5,2,0.4,22,20,1
407,24.79,27.01,0.005,22.5,53,1253,254,0,5,1501,4,5,0.5,23,23,1
997,24.51,29.23,0.009,20.5,55,1253,285,1,5,1471,6,5,0.5,22,24,0
403,20.18,27.77,0.01,22.8,52,1150,184,0,4,1429,4,1,0.6,22,23,0
343,29.43,28.77,0.005,22.8,52,1249,142,1,2,1586,6,3,0.6,20,21,0
304,23.61,24.57,0.009,23.2,60,1093,176,0,10,1538,8,2,0.5,22,22,1
817,29.29,29.13,0.004,22.9,58,1055,141,1,2,1410,8,4,0.6,18,21,0
111,25.35,25.9,0.004,25.0,46,1211,262,0,1,1428,5,4,0.5,19,18,1
133,29.15,26.87,0.007,21.8,46,1261,127,1,5,1401,3,3,0.5,24,24,0
924,26.79,22.32,0.004,22.1,57,1170,161,1,5,1520,4,5,0.5,22,23,0
433,22.93,21.98,0.007,23.1,47,1194,234,1,8,1547,4,1,0.7,24,24,1
669,20.23,21.23,0.005,24.5,46,1173,260,1,2,1550,7,4,0.4,20,23,0
998,26.16,20.76,0.003,22.0,47,1208,264,1,4,1541,6,1,0.4,21,23,0
295,22.52,20.63,0.005,23.7,46,1184,113,0,9,1537,7,3,0.5,24,18,1
642,25.43,24.33,0.006,23.9,47,1098,232,1,4,1421,5,2,0.5,20,22,1
712,25.39,22.56,0.004,23.1,53,1417,227,1,2,1427,6,3,0.4,24,20,0
826,21.98,26.39,0.002,20.2,43,1220,127,0,9,1565,7,2,0.6,22,19,0
598,29.17,26.06,0.002,24.3,51,1210,225,1,10,1583,5,3,0.5,24,21,1
57,26.93,28.25,0.002,22.3,48,1392,288,0,3,1553,7,4,0.7,21,21,0
922,28.96,23.3,0.006,22.8,40,1065,183,0,10,1514,3,4,0.4,21,21,1
487,29.13,23.96,0.007,20.3,54,1381,141,0,4,1437,3,4,0.5,20,19,1
772,20.49,29.29,0.004,22.0,59,1206,211,1,7,1431,5,3,0.6,23,20,1
423,23.7,25.41,0.004,24.5,59,1178,281,0,8,1591,4,1,0.4,20,24,1
474,21.06,24.75,0.006,21.0,44,1136,152,0,6,1568,7,2,0.6,23,22,0
350,28.2,26.39,0.008,20.5,50,1479,128,1,3,1404,5,2,0.5,21,22,0
99,29.2,25.07,0.008,23.5,42,1189,293,1,1,1414,8,5,0.4,21,24,1
979,27.47,24.66,0.003,20.4,51,1150,231,1,1,1528,8,2,0.6,22,24,1
715,29.32,29.73,0.003,23.1,60,1142,133,0,6,1531,8,3,0.5,22,22,1
428,21.3,23.26,0.009,21.0,54,1308,236,0,5,1591,7,2,0.5,20,21,1
320,26.85,26.86,0.005,22.6,42,1225,183,0,8,1561,3,1,0.5,18,21,0
74,21.3,27.17,0.006,24.3,45,1387,171,1,7,1488,6,2,0.4,20,24,0
215,26.8,21.98,0.002,20.4,45,1148,218,0,7,1588,3,5,0.5,23,21,1
557,22.03,23.2,0.006,22.0,42,1436,217,0,9,1580,7,3,0.7,21,22,1
180,28.36,26.96,0.01,23.7,58,1159,130,0,2,1531,6,5,0.4,18,21,1
53,21.57,24.35,0.005,22.5,49,1197,179,1,4,1423,5,5,0.6,20,21,0
642,23.08,27.04,0.002,22.4,53,1071,240,1,8,1421,3,2,0.5,21,18,1
523,26.29,25.15,0.004,20.5,57,1462,150,0,7,1430,3,3,0.6,20,22,1
808,28.61,21.26,0.01,22.1,59,1455,163,1,5,1585,6,4,0.5,18,23,1
254,27.72,22.98,0.005,23.3,40,1071,121,1,9,1405,3,2,0.6,21,18,0
708,20.27,25.56,0.009,20.2,47,1195,120,1,4,1594,8,5,0.5,24,18,1
258,24.22,27.92,0.003,22.1,60,1329,104,0,7,1525,8,5,0.7,23,20,1
908,22.64,20.54,0.002,21.0,56,1330,248,0,2,1575,6,2,0.6,21,23,0
238,23.85,29.62,0.01,22.1,58,1403,215,0,5,1423,6,4,0.7,23,21,0
678,22.49,29.42,0.005,21.1,51,1015,209,1,9,1473,3,3,0.5,24,18,1
883,25.62,25.72,0.009,24.1,59,1111,221,0,8,1494,5,1,0.5,24,22,0
763,20.41,22.62,0.003,20.1,50,1396,233,0,7,1458,6,5,0.7,19,24,0
442,22.18,28.02,0.007,23.6,45,1271,150,1,10,1434,7,5,0.5,20,24,0
797,22.27,26.26,0.009,20.1,55,1114,115,1,10,1552,6,1,0.4,19,22,0
154,25.97,20.53,0.008,23.4,60,1341,173,0,8,1570,4,2,0.6,21,18,1
749,24.38,27.93,0.009,24.6,49,1427,165,1,6,1468,7,4,0.4,20,20,1
649,24.53,29.65,0.008,23.0,52,1086,283,1,5,1594,7,4,0.5,18,23,0
947,27.16,25.77,0.008,21.9,48,1499,244,1,10,1479,7,3,0.7,24,20,0
906,23.49,20.53,0.009,24.1,49,1214,127,0,2,1444,6,3,0.6,19,23,0
250,28.39,25.54,0.007,21.0,40,1144,101,0,3,1582,7,1,0.5,19,20,1
89,27.12,27.13,0.006,22.8,51,1057,240,1,2,1518,3,3,0.4,20,21,1
933,27.71,25.33,0.005,23.3,51,1191,281,1,2,1450,8,4,0.7,23,19,1
6,26.39,24.48,0.008,23.5,42,1114,286,0,1,1567,5,4,0.6,23,21,1
400,21.91,28.58,0.008,24.3,43,1266,159,1,10,1561,4,4,0.5,19,18,1
891,27.83,29.53,0.006,20.2,41,1032,244,1,1,1510,4,2,0.6,23,19,0
200,23.22,22.93,0.008,22.7,44,1265,176,0,1,1562,8,4,0.4,22,23,1
165,27.46,25.41,0.005,21.9,51,1498,271,0,1,1488,8,1,0.4,19,19,0
471,20.53,28.67,0.004,24.8,50,1284,193,0,5,1411,7,5,0.6,18,21,1
620,26.17,26.7,0.01,20.0,55,1406,264,1,4,1430,3,5,0.7,21,24,1
253,20.52,26.88,0.004,20.6,47,1095,115,1,3,1480,6,4,0.7,24,21,1
431,28.6,24.65,0.007,24.5,48,1325,295,0,10,1543,6,4,0.5,20,23,0
425,29.91,25.68,0.004,20.9,51,1465,234,0,9,1512,6,5,0.5,18,21,0
243,29.22,23.05,0.002,23.6,48,1123,188,1,4,1542,3,2,0.4,20,24,1
363,26.72,22.91,0.004,23.0,49,1059,132,0,2,1411,5,2,0.6,20,19,1
493,21.25,27.08,0.008,23.2,40,1480,180,1,5,1559,6,3,0.6,18,19,0
716,25.44,29.71,0.006,21.6,42,1187,226,0,4,1421,8,3,0.7,23,19,0
510,21.46,20.76,0.002,24.3,59,1487,103,1,8,1584,4,1,0.7,18,20,1
43,27.66,26.69,0.007,24.1,60,1411,245,0,2,1465,3,4,0.6,18,23,0
876,22.07,22.57,0.003,24.8,56,1408,167,0,6,1424,8,1,0.5,20,22,0
382,26.41,21.26,0.008,24.7,41,1027,117,1,9,1534,5,2,0.7,24,19,0
913,27.7,28.74,0.002,20.0,59,1108,126,0,6,1450,7,1,0.5,19,19,0
35,26.18,23.26,0.002,23.4,46,1472,100,0,8,1475,4,5,0.7,24,24,0
559,27.39,21.65,0.005,23.0,44,1487,242,1,5,1541,6,1,0.5,24,20,0
322,29.5,24.25,0.004,24.4,50,1304,168,0,4,1552,7,2,0.5,23,20,1
169,26.32,20.98,0.002,23.2,54,1439,255,0,4,1564,3,4,0.6,22,21,1
769,22.48,25.26,0.003,20.6,52,1297,208,1,9,1595,8,5,0.7,22,23,1
103,22.42,24.44,0.003,23.8,54,1019,213,1,6,1444,3,5,0.7,24,21,1
273,22.87,23.36,0.01,23.2,44,1419,161,0,2,1402,4,1,0.7,23,24,0
947,26.6,27.25,0.008,22.9,40,1253,149,0,7,1512,8,3,0.7,24,21,0
705,26.26,22.57,0.008,20.7,59,1450,218,1,8,1424,7,2,0.6,18,19,1
785,20.33,29.45,0.009,22.1,49,1015,296,0,9,1460,3,5,0.5,20,23,0
260,26.7,22.55,0.002,24.4,49,1029,277,0,8,1540,6,3,0.5,22,19,0
639,27.11,26.34,0.003,23.7,52,1251,244,1,7,1471,8,5,0.6,20,20,0
885,20.03,25.16,0.008,22.4,44,1139,235,1,9,1566,4,3,0.7,19,24,1
559,25.49,24.41,0.007,21.8,53,1086,172,1,9,1414,7,4,0.5,21,19,1
811,23.3,28.08,0.006,20.5,43,1072,242,1,7,1556,7,3,0.5,18,19,1
631,23.96,29.4,0.01,24.4,56,1014,170,1,5,1585,7,4,0.6,19,18,0
982,23.8,23.41,0.004,20.9,40,1050,241,0,8,1575,6,2,0.7,20,21,1
769,26.43,21.87,0.003,22.7,45,1339,211,1,3,1469,6,2,0.7,23,19,0
799,29.77,26.36,0.01,22.0,53,1139,249,1,9,1553,3,1,0.6,24,20,1
390,28.52,29.73,0.003,22.7,52,1075,151,1,2,1600,6,2,0.7,20,20,1
53,25.48,21.38,0.004,24.2,51,1298,100,1,10,1495,3,2,0.5,20,21,0
442,21.87,26.57,0.004,20.4,52,1421,218,0,5,1564,4,4,0.4,20,21,0
333,25.99,25.75,0.007,23.2,57,1104,298,1,4,1491,5,5,0.7,24,19,1
211,22.89,24.36,0.009,22.1,45,1306,228,1,9,1561,3,2,0.7,20,22,0
638,27.22,20.07,0.007,23.0,58,1330,130,1,4,1481,5,5,0.7,24,18,0
851,26.56,20.51,0.006,21.3,47,1273,240,1,4,1492,8,4,0.7,22,22,0
537,23.83,29.79,0.003,24.9,51,1022,219,0,1,1545,4,3,0.7,24,19,0
337,29.56,26.6,0.006,20.8,42,1343,210,0,2,1533,5,5,0.5,18,21,0
388,21.34,23.75,0.008,20.1,43,1222,174,0,10,1472,7,4,0.5,22,18,1
734,28.4,24.42,0.006,23.6,57,1168,173,1,9,1560,5,5,0.6,22,21,1
546,22.77,27.72,0.009,20.2,53,1165,262,0,1,1518,8,4,0.5,21,24,0
57,29.37,22.08,0.01,24.6,52,1034,132,0,8,1462,7,4,0.5,18,20,1
542,22.32,21.55,0.01,20.3,52,1001,157,0,6,1463,7,1,0.7,24,22,1
974,27.36,25.12,0.004,20.2,58,1497,223,0,4,1468,7,3,0.5,21,21,0
617,28.75,27.61,0.006,22.4,40,1058,298,1,10,1545,8,4,0.5,19,23,1
14,20.15,29.96,0.009,20.8,58,1134,198,0,7,1593,4,4,0.5,18,22,0
202,28.02,26.33,0.001,22.5,55,1128,155,1,7,1528,7,5,0.5,24,19,1
22,20.55,24.2,0.005,24.6,47,1152,106,1,3,1455,3,1,0.5,20,21,0
164,20.66,21.62,0.005,20.8,56,1077,157,0,3,1475,7,2,0.4,21,20,1
162,28.57,24.2,0.008,23.1,57,1445,108,1,4,1516,3,5,0.5,22,23,1
373,25.89,25.98,0.004,22.6,43,1292,280,0,5,1548,4,4,0.5,18,19,0
643,24.19,28.92,0.008,20.0,47,1013,154,0,8,1448,6,3,0.7,20,22,0
772,24.58,25.64,0.008,22.2,42,1265,124,0,6,1491,6,3,0.6,22,18,1
459,27.86,28.5,0.006,23.7,44,1115,109,0,3,1403,8,1,0.5,21,24,0
102,25.05,26.91,0.007,21.8,42,1271,225,1,5,1462,5,1,0.6,20,21,1
162,22.45,23.69,0.001,21.2,60,1269,144,1,1,1541,3,3,0.4,22,20,1
792,24.68,20.63,0.006,20.8,49,1042,212,1,4,1409,4,2,0.5,19,19,0
640,25.91,20.25,0.007,21.5,48,1043,297,1,5,1473,3,2,0.6,22,21,1
884,23.06,25.15,0.007,22.8,48,1248,241,0,2,1564,5,3,0.6,19,22,0
922,20.05,26.41,0.004,20.5,41,1427,243,1,2,1510,8,2,0.5,24,22,0
688,27.52,24.8,0.009,23.7,55,1491,226,1,2,1438,5,2,0.4,19,24,1
723,26.07,27.13,0.003,22.3,51,1198,238,1,3,1405,4,4,0.6,21,23,0
835,29.06,28.26,0.01,22.5,43,1471,299,0,6,1570,6,3,0.7,18,24,1
668,28.53,26.53,0.002,22.8,41,1069,175,0,10,1551,8,2,0.6,22,24,0
604,22.02,22.44,0.005,20.7,52,1127,161,1,1,1414,4,3,0.7,24,24,1
36,29.75,29.54,0.006,24.9,58,1159,129,1,9,1498,8,2,0.7,24,24,0
177,20.48,29.29,0.004,21.6,43,1254,176,1,1,1515,5,1,0.5,21,18,0
344,24.3,28.37,0.005,24.2,49,1114,140,0,6,1404,6,4,0.5,23,21,0
129,20.37,21.28,0.004,22.4,42,1477,111,0,10,1404,6,2,0.5,22,19,0
183,22.86,21.06,0.007,24.2,46,1135,198,0,3,1545,7,5,0.7,20,19,1
674,21.55,29.11,0.005,24.9,42,1345,268,0,5,1432,8,2,0.6,21,18,1
822,22.08,22.03,0.002,20.8,47,1420,189,1,7,1559,6,4,0.6,19,24,0
353,26.55,22.8,0.009,22.4,48,1348,163,0,4,1403,8,1,0.7,23,19,1
182,25.92,25.91,0.007,20.4,43,1420,282,0,5,1483,4,4,0.5,18,20,1
775,28.39,24.36,0.004,21.8,44,1335,282,0,7,1486,6,4,0.7,21,22,0
803,20.96,22.6,0.003,23.9,45,1425,282,0,2,1539,7,1,0.6,23,18,1
709,25.94,23.61,0.008,21.6,58,1446,292,0,5,1526,8,2,0.5,19,23,1
453,25.78,20.9,0.003,22.0,44,1380,273,1,10,1555,3,5,0.5,19,21,0
94,20.85,25.36,0.01,20.9,50,1256,196,0,7,1533,7,3,0.6,21,22,0
547,22.12,23.44,0.007,23.3,54,1146,204,0,2,1569,6,1,0.5,20,24,1
585,20.39,26.64,0.008,22.9,60,1242,109,1,9,1414,7,4,0.6,19,23,0
878,28.33,23.16,0.006,24.9,49,1351,124,0,3,1510,3,4,0.6,20,22,0
470,26.98,24.49,0.005,23.4,46,1176,257,1,5,1512,8,1,0.7,21,22,1
959,27.27,26.4,0.001,23.5,56,1208,218,0,9,1435,7,4,0.6,18,23,0
741,25.2,25.16,0.004,21.4,43,1024,206,1,1,1523,3,5,0.7,19,19,0
131,24.82,29.24,0.009,22.1,54,1006,136,1,9,1574,5,3,0.5,20,20,1
349,23.26,25.81,0.007,20.3,45,1215,196,1,9,1439,3,3,0.7,24,22,0
890,21.33,21.14,0.009,24.8,54,1481,205,0,4,1562,8,4,0.5,24,18,0
421,29.08,26.82,0.005,24.4,45,1103,115,0,1,1483,4,5,0.7,20,18,1
603,29.8,26.51,0.006,22.9,46,1321,188,0,8,1599,5,3,0.5,21,24,0
11,22.47,29.16,0.007,25.0,44,1278,165,1,9,1594,7,1,0.4,23,18,1
164,25.76,29.61,0.003,23.3,58,1124,107,1,5,1529,6,2,0.5,20,20,1
695,21.15,27.14,0.008,24.3,44,1056,121,1,8,1489,6,2,0.6,23,19,1
979,25.15,29.07,0.005,24.7,46,1328,117,1,9,1495,6,5,0.6,22,21,0
306,22.02,23.1,0.008,21.0,48,1025,103,1,3,1475,4,3,0.6,18,18,1
875,28.21,26.07,0.009,24.9,42,1390,224,0,4,1492,6,3,0.5,20,23,0
583,29.2,21.19,0.001,24.4,44,1187,208,1,9,1541,6,2,0.6,19,18,1
633,26.89,20.67,0.006,23.7,45,1223,282,0,9,1584,7,1,0.4,20,24,1
994,20.32,22.52,0.009,22.8,46,1350,295,0,10,1578,6,4,0.4,19,19,1
674,21.55,25.12,0.008,21.1,60,1064,147,1,2,1493,7,2,0.7,20,19,0
556,25.1,26.37,0.008,24.3,44,1472,269,0,1,1479,7,1,0.6,23,20,0
483,20.11,25.09,0.005,22.5,45,1355,101,1,4,1454,8,5,0.5,23,24,1
158,25.08,23.46,0.01,21.6,50,1321,229,1,5,1406,8,3,0.6,19,24,1
495,20.07,21.3,0.006,20.7,44,1130,209,0,3,1454,3,4,0.6,19,19,1
606,28.37,20.83,0.002,24.1,58,1442,186,0,3,1483,6,3,0.4,20,18,1
443,29.01,20.13,0.006,23.1,49,1340,298,1,10,1489,5,2,0.5,19,24,0
15,22.8,28.84,0.005,21.4,45,1433,196,1,6,1556,3,2,0.6,23,21,1
510,28.37,27.72,0.006,24.7,52,1431,300,0,1,1431,3,2,0.5,24,20,1
58,27.83,22.34,0.005,21.9,42,1412,296,1,1,1494,3,3,0.6,24,23,0
935,25.69,25.4,0.006,20.5,51,1384,202,1,3,1582,5,1,0.6,18,20,0
